Date	Close	Open	High	Low	Volume
2016-03-31	19.8	20.0	20.05	19.75	509
2016-04-01	19.9	19.05	20.1	19.0	1781
2016-04-06	19.55	19.8	19.8	19.4	881
2016-04-07	19.4	19.45	19.7	19.4	680
2016-04-08	19.5	19.5	19.65	19.3	402
2016-04-11	19.35	19.4	19.6	19.3	409
2016-04-12	21.15	19.35	21.2	19.35	2751
2016-04-13	20.3	20.7	20.8	20.2	1931
2016-04-14	20.4	20.3	21.0	20.3	1122
2016-04-15	20.05	20.35	20.4	19.95	1439
2016-04-18	19.9	20.05	20.25	19.9	449
2016-04-19	20.0	20.0	20.25	19.95	713
2016-04-20	19.75	20.1	20.3	19.6	727
2016-04-21	19.65	19.8	20.0	19.65	710
2016-04-22	20.0	19.75	20.0	19.55	722
2016-04-25	20.0	20.2	20.55	19.95	1000
2016-04-26	20.05	20.0	20.15	19.8	545
2016-04-27	20.0	20.2	20.2	19.95	611
2016-04-28	19.9	20.1	20.2	19.9	697
2016-04-29	19.95	19.9	20.05	19.9	707
2016-05-03	19.9	20.05	20.1	19.9	1066
2016-05-04	19.85	20.0	20.05	19.85	796
2016-05-05	19.75	19.85	20.0	19.7	721
2016-05-06	19.8	19.75	19.9	19.75	377
2016-05-09	19.8	19.8	19.95	19.75	561
2016-05-10	19.85	19.8	19.95	19.8	528
2016-05-11	19.7	20.0	20.0	19.6	541
2016-05-12	19.1	19.65	19.7	19.0	1015
2016-05-13	18.6	19.1	19.1	18.25	1678
2016-05-16	18.15	18.5	18.5	18.15	707
2016-05-17	18.5	18.2	18.7	18.2	516
2016-05-18	18.25	18.5	18.7	18.15	528
2016-05-19	18.25	18.2	18.35	18.1	478
2016-05-20	18.35	18.2	18.55	18.15	349
2016-05-23	18.7	18.45	18.85	18.3	489
2016-05-24	18.55	18.55	18.7	18.5	347
2016-05-25	18.7	18.7	18.85	18.6	562
2016-05-26	18.8	18.8	18.95	18.7	674
2016-05-27	19.5	18.8	19.7	18.8	843
2016-05-30	19.75	19.6	19.95	19.3	1576
2016-05-31	20.3	19.8	20.5	19.8	1967
2016-06-01	20.3	20.25	20.35	20.1	720
2016-06-02	20.4	20.45	20.9	20.15	1046
2016-06-03	20.1	20.3	20.65	20.1	776
2016-06-04	20.2	20.1	20.5	20.1	393
2016-06-06	20.2	20.05	20.3	20.05	680
2016-06-07	20.15	20.25	20.45	20.15	1084
2016-06-08	20.1	20.15	20.25	20.05	926
2016-06-13	19.65	20.1	20.2	19.65	888
2016-06-14	19.95	19.75	20.15	19.75	978
2016-06-15	19.9	19.95	20.15	19.85	992
2016-06-16	20.5	19.95	20.7	19.95	1999
2016-06-17	20.35	20.55	20.75	20.35	1172
2016-06-20	20.6	20.65	20.65	20.35	863
2016-06-21	21.45	20.7	21.6	20.6	3237
2016-06-22	22.2	21.5	22.5	21.35	4926
2016-06-23	22.1	22.25	22.5	22.0	3372
2016-06-24	22.0	22.35	22.9	21.3	4244
2016-06-27	21.6	21.9	22.5	21.5	2813
2016-06-28	21.6	21.85	22.1	21.4	2239
2016-06-29	21.2	21.8	21.9	20.85	2037
2016-06-30	21.1	21.05	21.6	21.05	1423
2016-07-01	21.05	21.1	21.2	20.25	2027
2016-07-04	20.85	21.05	21.2	20.8	904
2016-07-05	20.35	20.65	20.7	20.3	1105
2016-07-06	20.45	20.35	20.8	20.3	1400
2016-07-07	20.45	20.5	20.6	20.3	905
2016-07-11	20.45	20.55	20.8	20.4	772
2016-07-12	20.45	20.45	20.7	20.35	716
2016-07-13	20.3	20.6	20.6	20.2	1215
2016-07-14	20.4	20.35	20.5	20.25	617
2016-07-15	20.25	20.35	20.6	20.2	1394
2016-07-18	20.75	20.3	20.75	20.2	1429
2016-07-19	20.7	20.75	20.85	20.5	746
2016-07-20	20.7	20.75	20.75	20.55	776
2016-07-21	20.5	20.85	20.85	20.5	1062
2016-07-22	20.2	20.4	20.5	20.15	1313
2016-07-25	20.05	20.2	20.3	20.0	626
2016-07-26	20.15	20.05	20.35	20.05	371
2016-07-27	20.1	20.25	20.4	20.1	566
2016-07-28	20.05	20.15	20.55	20.05	1461
2016-07-29	20.05	20.1	20.2	20.0	658
2016-08-01	20.15	20.05	20.5	20.05	568
2016-08-02	20.2	20.35	20.4	20.15	518
2016-08-03	20.1	20.15	20.4	20.1	764
2016-08-04	20.05	20.15	20.3	20.0	563
2016-08-05	20.1	20.25	20.25	20.0	601
2016-08-08	20.05	20.2	20.2	20.0	641
2016-08-09	20.0	20.3	20.3	20.0	398
2016-08-10	19.95	20.05	20.15	19.95	472
2016-08-11	20.25	19.95	20.25	19.8	1157
2016-08-12	20.1	20.15	20.25	20.05	406
2016-08-15	20.0	20.05	20.1	19.8	681
2016-08-16	19.7	19.9	20.0	19.5	1334
2016-08-17	19.3	19.7	19.7	19.1	1414
2016-08-18	19.8	19.25	19.8	19.25	656
2016-08-19	19.5	19.9	19.9	19.5	301
2016-08-22	19.35	19.5	19.6	19.3	327
2016-08-23	19.4	19.35	19.5	19.35	294
2016-08-24	19.4	19.3	19.7	19.3	436
2016-08-25	19.45	19.5	19.65	19.4	339
2016-08-26	19.5	19.5	19.55	19.35	361
2016-08-29	19.35	19.5	19.6	19.35	352
2016-08-30	19.25	19.45	19.45	19.25	455
2016-08-31	19.25	19.25	19.6	19.25	447
2016-09-01	19.1	19.3	19.35	19.05	707
2016-09-02	18.75	19.0	19.15	18.75	1200
2016-09-05	18.8	18.8	19.0	18.7	904
2016-09-06	19.1	18.8	19.1	18.6	932
2016-09-07	18.85	19.1	19.1	18.8	543
2016-09-08	18.8	18.85	19.0	18.75	693
2016-09-09	18.7	19.0	19.0	18.65	681
2016-09-10	18.55	18.5	18.7	18.45	838
2016-09-12	18.5	18.55	18.6	18.45	777
2016-09-13	18.45	18.5	18.65	18.4	869
2016-09-14	18.6	18.5	18.6	18.4	420
2016-09-19	18.45	18.5	18.6	18.4	607
2016-09-20	18.3	18.45	18.45	18.2	828
2016-09-21	18.2	18.3	18.3	18.05	892
2016-09-22	18.15	18.25	18.3	18.15	440
2016-09-23	18.1	18.2	18.25	18.05	748
2016-09-26	18.05	18.1	18.15	18.0	529
2016-09-29	18.0	18.15	18.15	18.0	622
2016-09-30	17.8	18.0	18.1	17.8	980
2016-10-03	17.6	17.8	17.9	17.5	1132
2016-10-04	17.5	17.6	17.6	17.4	838
2016-10-05	18.3	17.45	18.95	17.45	2235
2016-10-06	18.15	18.5	18.5	18.0	1019
2016-10-07	18.0	18.15	18.15	17.9	617
2016-10-11	17.8	18.0	18.15	17.75	677
2016-10-12	17.7	17.8	17.85	17.65	536
2016-10-13	17.95	17.7	18.1	17.7	556
2016-10-14	17.85	18.05	18.1	17.75	376
2016-10-17	17.8	17.85	17.9	17.75	395
2016-10-18	17.85	17.85	17.95	17.85	194
2016-10-19	18.0	18.0	18.05	17.85	321
2016-10-20	18.3	18.2	18.75	18.0	1718
2016-10-21	18.4	18.3	18.5	18.25	493
2016-10-24	18.1	18.4	18.4	18.05	510
2016-10-25	17.95	18.1	18.1	17.95	605
2016-10-26	17.9	18.0	18.05	17.9	378
2016-10-27	17.9	17.9	18.1	17.9	327
2016-10-28	17.9	17.9	17.95	17.85	292
2016-10-31	17.9	17.9	18.05	17.85	313
2016-11-01	18.05	17.9	18.35	17.9	718
2016-11-02	17.75	18.05	18.1	17.75	688
2016-11-03	17.5	17.65	17.75	17.5	764
2016-11-04	17.6	17.55	17.75	17.5	301
2016-11-07	17.55	17.55	17.7	17.5	773
2016-11-08	17.5	17.55	17.65	17.45	1260
2016-11-09	17.35	17.55	17.8	17.25	886
2016-11-10	17.65	17.4	17.75	17.4	614
2016-11-11	17.4	17.6	17.6	17.35	590
2016-11-14	17.3	17.5	17.5	17.25	641
2016-11-15	18.0	17.35	18.05	17.35	1191
2016-11-16	17.9	18.1	18.1	17.8	493
2016-11-17	17.7	17.9	17.9	17.6	420
2016-11-18	17.95	17.8	18.0	17.8	778
2016-11-21	17.9	17.95	17.95	17.8	311
2016-11-22	18.05	18.0	18.15	18.0	619
2016-11-23	18.0	18.1	18.1	17.85	583
2016-11-24	17.9	17.9	18.05	17.9	248
2016-11-25	17.8	17.95	18.0	17.8	194
2016-11-28	17.95	17.9	18.0	17.8	362
2016-11-29	17.95	17.95	18.05	17.9	174
2016-11-30	18.05	17.95	18.3	17.9	812
2016-12-01	18.15	18.2	18.25	18.05	751
2016-12-02	18.2	18.15	18.25	18.05	476
2016-12-05	18.15	18.2	18.25	18.15	521
2016-12-06	18.15	18.25	18.25	18.05	383
2016-12-07	18.15	18.1	18.2	18.05	317
2016-12-08	18.15	18.15	18.2	18.05	378
2016-12-09	18.1	18.1	18.2	18.1	314
2016-12-12	18.2	18.1	18.2	18.1	368
2016-12-13	18.15	18.15	18.2	18.05	412
2016-12-14	18.0	18.15	18.15	18.0	292
2016-12-15	17.9	18.0	18.1	17.85	350
2016-12-16	17.85	17.9	17.95	17.85	296
2016-12-19	17.7	17.8	17.9	17.65	490
2016-12-20	17.65	17.7	17.8	17.65	249
2016-12-21	17.65	17.65	17.8	17.6	345
2016-12-22	17.25	17.65	17.65	17.25	798
2016-12-23	17.2	17.25	17.4	16.75	2530
2016-12-26	17.4	17.2	17.45	17.2	296
2016-12-27	17.2	17.4	17.4	17.2	283
2016-12-28	17.3	17.35	17.35	17.2	130
2016-12-29	17.35	17.4	17.4	17.3	182
2016-12-30	17.5	17.35	17.55	17.35	366
